Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Orang Yang Salah - Sped Up Version,Orang Yang Salah (Sped Up Version),Luvia band,9/20/2023,IDA192303865,"2,552",28.0,3900009,239.0,"152,396",,2001200,"23,163","1,200,000","21,126,908",529234742,,0.0,,,0.0,,0.0,0,,,"21,387",,0
Snowman,Snowman,Sia,11/9/2017,USAT21704212,"2,561",28.0,947770190,123852.0,"25,500,657",69.0,417814325,"6,867,798","1,972,101","644,731,553",-2147483648,"315,447,931",128.0,"16,029",93,55.0,"984,795",39.0,8852953,"36,244",,"5,574,595",,0
Hurricane,Donda,Kanye West,8/29/2021,USUM72116311,"2,549",28.0,404497617,108795.0,"16,231,758",62.0,45337894,"615,908","20,272","10,266,783",91838300,"506,294",51.0,"33,710",185,16.0,"456,029",24.0,11239141,"5,307",,"1,304,734",,0
Rumah Singgah,Rumah Singgah,Fabio Asher,5/5/2022,SGB502214308,"2,550",28.0,239624643,13095.0,"3,228,030",67.0,228923419,"1,210,579","1,205,145","227,531,657",-2147483648,"45,889",11.0,"7,479",,0.0,,0.0,0,,,"142,151",,0
Strip That Down (feat. Quavo),Strip That Down,Liam Payne,5/18/2017,GBUM71701628,"2,560",28.0,1000549809,86051.0,"18,285,158",63.0,503776997,"5,263,027","348,584","29,551,464",181309829,"14,264,191",99.0,"53,738",101,38.0,"236,519",19.0,320956633,"141,834",,"7,058,362",,0
IT GIRL - Sped up Version,IT GIRL (Sped up Version),Aliyah's Interlude,9/30/2023,QZTB22394231,"2,570",27.9,23708233,7125.0,"3,235,480",,0,,"883,600","344,205,330",-2147483648,,2.0,110,382,2.0,"28,927",1.0,124021,300,,"363,715",,1
Khodni,Khodni - Single,AL SHAMI,5/16/2024,LBA132400598,"2,566",27.9,916695,97.0,"384,024",,19150049,"391,641",,,0,"2,606,582",4.0,51,,1.0,"11,587",0.0,0,,,"16,597",,0
Lost in the Fire (feat. The Weeknd),Lost in the Fire (feat. The Weeknd),Gesaffelstein,1/11/2019,USQX91803314,"2,564",27.9,895496661,158437.0,"56,718,950",75.0,60795572,"663,427","118,739","61,383,164",500515994,"25,324,485",109.0,"19,935",9,40.0,"314,982",17.0,44369088,"13,427","15,946,343","5,540,938",,1
Minha HeranÃ¯Â¿Â½,Minha HeranÃ¯Â¿Â½,Ana Castela,5/30/2024,BKA7Y2400034,"2,575",27.9,3582494,506.0,"20,021,976",64.0,8320170,"107,335",,,0,"30,623,624",2.0,18,,10.0,"7,390,687",4.0,236,,,"2,856",,0
Diva Yorgun,Diva Yorgun,Melike Ã¯Â¿Â½Ã¯Â¿Â½,6/16/2023,TRBYM2000179,"2,574",27.9,62458329,7526.0,"1,713,723",58.0,167062542,"417,472","11,529","693,244",25252458,"297,624,271",10.0,"18,186",,2.0,"1,346",0.0,0,,,"412,905",,0
Can't Get Enough,Can't Get Enough,Jennifer Lopez,1/10/2024,QMRSZ2301148,"2,565",27.9,9293098,1348.0,"2,545,397",,19200761,"262,872","6,015","5,065,489",1752700,"2,407,922,034",16.0,"70,306",57,6.0,"5,901,816",9.0,888313,305,,"294,615",,1
The Man He Sees in Me,The Man He Sees in Me,Luke Combs,6/6/2024,US6XF2400108,"2,569",27.9,5942861,766.0,"17,968,556",71.0,417205,"14,380",,,0,156,24.0,50,,6.0,"22,284",32.0,1140678,189,"3,844","14,609",,0
Dilemma,Nellyville (Explicit Version),Nelly,6/25/2002,USUR10200370,"2,573",27.9,859999247,170136.0,"65,334,656",74.0,1639732381,"8,770,296","199,632","36,725,930",368297203,"965,108,329",116.0,"173,135",86,63.0,"1,211,577",36.0,1097430738,"414,836","12,481,497","10,809,090",,1
20 Tragos,20 Tragos,YiÃ¯Â¿Â½,11/25/2022,USL4Q2255557,"2,568",27.9,477396,29.0,"18,081",,388682045,"2,199,489",20,"3,983",52662,"2,285,487",0.0,7,,0.0,,0.0,0,,,315,,1
My wrist (with Young Thug),My wrist (with Young Thug),Yeat,5/26/2023,USUM72307802,"2,572",27.9,83393310,32703.0,"6,521,059",64.0,14159412,"193,138","1,618","985,058",9909365,"1,602",10.0,288,57,3.0,"30,356",0.0,310482,567,"7,298,891","180,040",,1
GigaChad Theme - Phonk House Version,GigaChad Theme (Phonk House Version),g3ox_em,8/22/2022,QZNWS2230712,"2,571",27.9,282776356,45283.0,"24,157,482",69.0,152603363,"1,541,141",64,"255,172",1672858,"23,643,910",13.0,677,,6.0,"105,684",8.0,1120269,"4,144",,"1,358,899",,0
Jackie Chan,Jackie Chan,TiÃ¯Â¿Â½Ã¯Â¿,5/18/2018,CYA111800123,"2,562",27.9,867318774,122200.0,"28,477,959",66.0,207699017,"1,553,887","642,448","9,941,160",91008651,"25,965,495",130.0,"46,973",,104.0,"757,074",12.0,52601591,"43,818","23,640,224","5,167,133",,1
Words (feat. Zara Larsson),Words (feat. Zara Larsson),Alesso,4/22/2022,USUG12202336,"2,563",27.9,383945607,58627.0,"45,560,940",72.0,51670623,"427,016","20,633","9,518,866",159467861,"2,170,376,776",83.0,"109,284",409,31.0,"987,836",41.0,5618643,886,,"1,125,402",,0
Bombonzinho - Ao Vivo,Bombonzinho (Ao Vivo),Israel & Rodolffo,11/3/2022,BRRGE2200815,"2,576",27.9,343704935,21379.0,"13,592,125",61.0,208025693,"659,040","176,878","8,502,888",153392985,"699,848,365",22.0,"6,760",,35.0,"1,242,324",12.0,1634,,,"206,908",,0
Mil Preguntas,Mil Preguntas - Single,The La Planta,3/7/2024,BK4DA2407011,"2,567",27.9,27026914,2367.0,"8,527,648",70.0,46888149,"156,738",,,0,"141,902,141",2.0,530,,6.0,"326,442",8.0,0,,,"63,178",,0
OJALÃ¯Â¿,OJALÃ¯Â¿,Maria Becerra,6/1/2022,USAT22205402,"2,579",27.8,168710415,16559.0,"4,927,487",56.0,358805694,"1,890,653","72,000","24,990,011",248098853,"365,354,168",12.0,"10,771",1,12.0,"232,266",16.0,1069872,237,"6,806","182,061",,0
Bejeweled,Midnights,Taylor Swift,10/21/2022,USUG12205715,"2,577",27.8,536110386,32472.0,"22,834,672",71.0,19011964,"168,023","791,802","171,672,855",1573795763,"120,036,973",46.0,"6,686",84,5.0,"282,241",46.0,12812687,"11,319","118,548","361,280",,0
Lovin On Me,Lovin On Me - Single,Jack Harlow,11/10/2023,USAT22311372,"2,583",27.8,669206771,4166.0,"982,289",,0,,,,0,,59.0,"29,951",,4.0,"82,197",0.0,0,,,,,0
Back for More (with Anitta),Back for More (with Anitta),TOMORROW X TOGETHER,9/15/2023,USA2P2342327,"2,580",27.8,93990459,8050.0,"7,207,941",,112494830,"3,245,862","55,727","53,080,335",296861046,"313,625,362",9.0,"4,542",530,14.0,"490,711",15.0,520450,225,,"182,465",,0
Heaven,Kane Brown (Deluxe Edition),Kane Brown,10/6/2017,USRN11700088,"2,584",27.8,492361216,43773.0,"13,627,930",66.0,697287853,"3,494,761","107,020","5,665,191",74609105,"474,602,562",46.0,3,35,6.0,"48,525",27.0,394651147,"237,908",,,,0
Rolex,Rolex,Ayo & Teo,1/13/2017,USUYG1126838,"2,585",27.8,491358577,7067.0,"1,642,096",,1050086757,"10,196,796",,,0,"199,660,421",0.0,,,1.0,"35,535",0.0,106302056,"571,084",,,,0
That Girl,That Girl,Amrinder Gill,5/24/2024,CBEGD2400001,"2,582",27.8,4128853,234.0,"2,317,956",62.0,11272889,"177,421",,,0,"19,904,542",10.0,16,,0.0,,0.0,0,,"233,545","10,176",,0
FERXXO 151,FERXXO 151,Feid,8/25/2023,USUM72312300,"2,587",27.8,106899723,23959.0,"10,822,808",64.0,54351042,"362,313","34,200","3,566,805",44045683,"22,628,351",15.0,"2,942",24,15.0,"751,335",12.0,485490,175,,"195,030",,0
Dhaniya Ae Jaan,Dhaniya Ae Jaan,Pawan Singh,9/14/2023,ING642306994,"2,589",27.8,5842217,191.0,"173,325",,180823113,"1,072,157",,,0,"182,061,559",0.0,,,0.0,,0.0,0,,,"9,082",,0
Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby,Lana Del Rey,1/1/2013,GBUM71301823,"2,586",27.8,1256488099,158078.0,"59,355,964",80.0,721653474,"5,562,953","301,881","104,232,046",881937736,"1,185,793,007",85.0,"7,063",38,53.0,"345,045",38.0,437188269,"353,499","1,084,712","6,185,418",,0
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208961,"2,578",27.8,246425341,81509.0,"7,710,812",71.0,38465606,"807,082","108,559","43,090,164",342828836,"34,138,596",5.0,732,11,3.0,"15,986",6.0,2364415,"2,500",,"1,169,011",,1
Drunk in Love,BeyoncÃ¯Â¿Â½Ã¯Â¿Â½ (Del,BeyoncÃ¯Â¿,12/13/2013,USSM11307800,"2,588",27.8,607315454,73281.0,"24,577,326",67.0,827853706,"3,895,677","42,655","24,392,560",200100315,"196,095,530",129.0,49,83,75.0,"619,730",52.0,493343155,"793,889",,,,1
La Vida Sin Ti,La Vida Sin Ti,Rels B,4/22/2024,UYB282476005,"2,581",27.8,50171337,3367.0,"20,131,086",74.0,9998588,"151,631",,,0,"764,121",15.0,418,,8.0,"173,353",18.0,7872,9,,"101,871",,0
FREAK,YUQ1,YUQI,4/23/2024,KRA392400004,"2,604",27.7,9956970,918.0,"11,306,595",66.0,28265816,"825,743",,"3,714,416",16415876,,6.0,95,8,2.0,"1,891",7.0,0,,,"22,273",,0
Casa Mia,Casa Mia,Ghali,2/7/2024,ITQ002400008,"2,607",27.7,55157600,3119.0,"3,112,859",74.0,41112701,"322,239",,,0,"195,777,143",19.0,"15,737",,1.0,"8,291",15.0,4515,,,"269,837",,0
Kaikai Kitan,Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,Eve,10/3/2020,JPTF02017001,"2,596",27.7,404765225,64972.0,"8,591,521",68.0,470390576,"3,380,515","119,922","70,942,249",561999669,"100,993,171",36.0,714,,2.0,"19,827",10.0,1050151,"1,537",,"812,814",,0
Opp Stoppa (feat. 21 Savage),Opp Stoppa (feat. 21 Savage),YBN Nahmir,1/22/2021,USAT22100132,"2,603",27.7,246949197,80591.0,"7,682,255",64.0,62144315,"935,278","5,645","715,700",4922539,"101,060,286",19.0,"4,210",,22.0,419,0.0,4954305,"6,168","32,395,833","209,692",,1
Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,9/13/2019,USC4R1902750,"2,594",27.7,589145587,130464.0,"19,387,390",71.0,235289339,"3,294,641","81,149","90,157,158",569986027,"443,194",38.0,"12,737",19,16.0,"143,067",25.0,2115178,"13,819","3,607,934","3,769,063",,0
Go Fuck Yourself,First Steps,Two Feet,7/29/2016,DEVF11600016,"2,591",27.7,649191183,160382.0,"29,032,760",68.0,645296970,"8,887,252","795,603","151,017,071",1557145950,"101,434,951",11.0,"1,173",,13.0,"151,243",0.0,85462774,"63,886",,"7,233,385",,1
Crocodile Tearz,Might Delete Later,J. Cole,4/5/2024,USUG12402403,"2,600",27.7,37057985,5769.0,"25,367,830",,7966475,"130,502",,,0,"5,801,422",12.0,101,,1.0,"1,070,810",17.0,4380830,498,,"88,038",,1
PLIS,PLIS,Camilo,2/6/2024,USSD12400017,"2,593",27.7,37814314,2461.0,"22,699,959",,21688661,"208,161","202,354","19,478,404",336367149,"185,050,927",11.0,"12,642",,27.0,"1,668,327",11.0,821286,112,,"117,790",,0
Back to Me,VULTURES 1,Kanye West,2/9/2024,QZ7XS2400005,"2,599",27.7,77403728,13507.0,"6,358,959",,5768907,"96,404",,"268,900",1600000,"453,047",10.0,500,,4.0,"58,110",0.0,0,,,"139,433",,1
Antidepresan,Antidepresan,Mert Demir,11/4/2022,USA2P2247676,"2,605",27.7,172362945,25648.0,"5,961,079",62.0,164304790,"644,688","293,300","15,092,029",428987615,"7,986,595",13.0,"20,439",,3.0,"1,567,627",0.0,0,,,"903,938",,0
Rise,Rise,Jonas Blue,5/25/2018,GBUM71802109,"2,592",27.7,872518334,93636.0,"18,157,143",64.0,681562909,"4,154,352","23,063","2,845,186",36403946,"418,778,843",98.0,"62,237",16,55.0,"1,280,746",18.0,28442862,"15,750",,"5,306,138",,0
Summertime Sadness,Born To Die (Deluxe Version),Lana Del Rey,1/1/2011,GBUM71111565,"2,606",27.7,1442872605,204954.0,"53,282,968",79.0,572303765,"6,181,000","423,666","173,066,210",1549975311,"329,452,348",115.0,"10,698",224,65.0,"1,116,035",71.0,326465544,"478,081","7,979,390","8,122,251",,0
8:00 AM,8:00 AM,Nicki Nicole,5/17/2023,UYB282300034,"2,601",27.7,135465283,20671.0,"8,011,051",63.0,106663098,"736,558","197,600","59,387,239",500108092,"24,978,941",20.0,"2,340",5,19.0,"222,294",15.0,892114,331,"16,447","225,730",,1
PICK IT UP (feat. A$AP Rocky),Pick It Up (feat. A$AP Rocky),Famous Dex,10/20/2017,QMCE31701365,"2,595",27.7,577534277,47818.0,"8,308,985",58.0,0,,,,0,,16.0,,,14.0,"11,210",6.0,104549598,"63,629","113,164,126","2,097,008",,1
Double Fantasy (with Future),Double Fantasy,The Weeknd,4/21/2023,USUG12302627,"2,597",27.7,180940067,36631.0,"14,272,823",66.0,51093878,"753,208","4,000","5,091,663",47997951,"12,311,591",31.0,"8,147",27,10.0,"290,434",11.0,6271165,"1,216","1,442,615",,,1
Jungle,Jungle,Alok,9/22/2023,DEE862301476,"2,590",27.7,111266488,19017.0,"69,287,736",,10259020,"89,765","5,925","409,916",17703236,,33.0,"45,605",80,54.0,"1,289,949",9.0,1532504,260,,"670,189",,0
Fisherrr,Fisherrr - Single,Cash Cobain,2/28/2024,NL8RL2403852,"2,598",27.7,9215777,2816.0,"3,862,691",28.0,12076033,"245,565",,"5,321,778",40589924,"68,208,595",13.0,"12,552",41,0.0,,7.0,72082,237,"2,362,661","286,190",,1
Thank You for Being You,Thank You for Being You,OctaSounds,9/7/2022,SGB502236932,"2,602",27.7,2248788,739.0,"35,130",43.0,1577614,"20,317","2,863,057","70,652,797",1050704352,,0.0,3,,0.0,,0.0,0,,,"109,624",,0
Wild as Her,Wild as Her,Corey Kent,3/4/2022,TCAGA2290354,"2,614",27.6,180186017,32769.0,"6,038,439",66.0,36595510,"280,859","33,689","1,974,569",23448462,"2,792",23.0,"187,197",111,4.0,976,11.0,113592411,"13,103",,"670,748",,0
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),Bazzi,8/2/2018,USAT21810504,"2,611",27.6,737482160,55335.0,"17,510,051",66.0,419937796,"4,019,192","3,214,979","189,904,593",-2147483648,"207,282,014",52.0,"19,601",,25.0,"52,812",16.0,22073894,"13,492",,"4,647,023",,0
Black Friday,Black Friday,Tom Odell,9/20/2023,USA2P2342595,"2,616",27.6,126929488,23805.0,"42,713,528",,11445116,"165,135","20,254","10,350,073",59075543,"9,939,532",24.0,"4,372",7,22.0,"405,914",21.0,201918,372,"1,827,313","485,209",,0
Summertime Sadness (Sped Up),Summertime Sadness (Sped Up),Lana Del Rey,5/4/2022,GBUM72206500,"2,613",27.6,68235585,10765.0,"7,466,559",59.0,444569952,"2,796,117",671,"220,759",1468789,"1,411,876,789",1.0,173,,1.0,"27,653",8.0,74530,127,,"33,174",,0
Ignorantes,Ignorantes,Bad Bunny,2/14/2020,QM4TW2090210,"2,618",27.6,671572185,88857.0,"22,055,975",62.0,417964046,"2,807,917","10,203","4,124,925",26125487,"41,199,062",70.0,"12,213",66,26.0,"309,402",25.0,74716130,"7,214",,"959,604",,1
Break Free,Pop Party 13,Ariana Grande,1/1/2014,USUM71409719,"2,610",27.6,899830382,96199.0,"41,829,450",70.0,1288704058,"6,983,846","131,095","50,779,178",371404445,"171,606,029",123.0,"86,551",204,65.0,"813,444",22.0,240308987,"115,959",,"7,374,291",,0
Risk,Risk,Gracie Abrams,5/1/2024,USUG12401764,"2,617",27.6,41114784,2686.0,"35,162,711",78.0,3726904,"134,081",,,0,,41.0,"5,382",4,36.0,"7,998,062",78.0,65016,138,,"61,468",,0
"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,11/27/2020,UYB282001011,"2,615",27.6,286381494,54422.0,"8,157,305",61.0,445932496,"5,316,366","517,875","137,985,248",1257208158,"19,505,413",37.0,"3,999",52,19.0,"73,121",8.0,221741,747,,"1,435,096",,0
WY@,WY@,Brent Faiyaz,9/19/2023,QZNMX2317490,"2,609",27.6,54763093,15316.0,"7,846,247",,14737929,"247,838","6,009","10,284,542",72141490,"1,678,363,681",16.0,"66,225",29,1.0,644,8.0,4730630,"1,648",,"536,845",,1
Acapulco,Acapulco,Jason Derulo,9/3/2021,USAT22102812,"2,608",27.6,442260324,67318.0,"33,339,871",65.0,83588626,"799,248","42,377","35,703,303",310298540,"865,166,511",65.0,"129,690",160,34.0,"1,756,415",18.0,47696206,"7,006","1,797,110",,,0
GHOST TOWN,GHOST TOWN,Benson Boone,10/15/2021,USWB12103472,"2,612",27.6,382177076,65369.0,"34,887,197",66.0,78537068,"806,081","146,179","60,677,641",629205287,"968,287,446",46.0,"105,931",115,22.0,"651,078",14.0,27159277,"7,396",,"1,864,419",,0
Bande organisÃ¯Â¿Â½,Bande organisÃ¯Â¿Â½,13 OrganisÃ¯Â¿,8/15/2020,FRX282066018,"2,625",27.5,267241905,62950.0,"4,938,947",63.0,515808378,"2,686,256","5,066","641,873",12209681,"11,896,873",51.0,"17,239",,42.0,"6,246,257",10.0,0,,,"2,065,953",,1
Only Human,Happiness Begins,Jonas Brothers,6/7/2019,USUG11901281,"2,634",27.5,508463163,58919.0,"15,436,258",65.0,136979542,"1,457,926","27,246","6,682,986",45970559,"168,192,621",66.0,"350,184",362,24.0,"166,715",17.0,181852656,"50,826",,"7,575,291",,0
Daddy Issues,Wiped Out!,The Neighbourhood,10/30/2015,USSM11506747,"2,627",27.5,1435372572,239555.0,"84,147,867",80.0,450121249,"5,511,534","252,108","196,480,803",1122697302,"8,013,039",47.0,81,,24.0,"84,882",3.0,32313966,"41,491",,"3,422,693",,0
Cha Cha Cha,Cha Cha Cha,KÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½,1/17/2023,FIWMA2200519,"2,624",27.5,143311775,42463.0,"3,803,730",66.0,85239745,"891,585","78,568","18,889,271",304146444,"11,041,200",29.0,"8,321",,6.0,"58,900",7.0,20792,"1,989",,"281,032",,0
Raining In Manila,Raining In Manila,Lola Amour,6/14/2023,PHW012300171,"2,633",27.5,136169854,11506.0,"4,813,121",63.0,117339013,"473,732","279,014","57,862,276",567845644,"46,522,818",4.0,"1,084",,0.0,,0.0,0,,,"28,884",,0
